Symbol,Days,RSI,AR,MD ,Calmar
DHS,5,77,4.38%,32.95%,0.1
FDL,10,81,4.38%,8.96%,0.5
IDLV,10,69,4.38%,34.81%,0.1
USCI,12,75,4.38%,25.11%,0.2
DTH,5,86,4.38%,15.58%,0.3
BIV,7,90,4.38%,26.33%,0.2
UNL,15,69,4.37%,36.81%,0.1
RSPT,13,69,4.37%,35.02%,0.1
FDL,12,78,4.37%,8.96%,0.5
SPHD,3,93,4.37%,17.88%,0.2
SPLV,6,83,4.37%,23.76%,0.2
USCI,4,76,4.37%,59.38%,0.1
USCI,13,78,4.36%,16.68%,0.3
PHDG,5,93,4.36%,0.32%,13.5
GNMA,8,71,4.36%,42.02%,0.1
RSPT,4,84,4.36%,38.11%,0.1
SPLV,3,89,4.36%,32.24%,0.1
USCI,4,83,4.36%,34.19%,0.1
IDLV,14,67,4.35%,36.09%,0.1
USCI,4,81,4.35%,43.12%,0.1
DTH,13,74,4.35%,9.40%,0.5
FDL,3,92,4.35%,31.67%,0.1
PHDG,3,91,4.35%,23.53%,0.2
EWH,6,74,4.35%,34.30%,0.1
XMPT,11,89,4.34%,14.50%,0.3
FXE,11,77,4.34%,23.30%,0.2
IDLV,13,73,4.34%,9.14%,0.5
SPLV,9,82,4.34%,10.96%,0.4
TQQQ,11,68,4.34%,56.52%,0.1
FDL,7,72,4.34%,40.70%,0.1
BIV,14,72,4.34%,45.33%,0.1
XMPT,15,81,4.34%,18.33%,0.2
FXE,5,86,4.34%,19.74%,0.2
IDLV,11,75,4.34%,9.14%,0.5
IDLV,12,67,4.34%,50.34%,0.1
FDL,11,80,4.33%,8.96%,0.5
UNL,8,78,4.33%,15.50%,0.3
SPLV,10,80,4.33%,13.65%,0.3
IDLV,15,72,4.32%,10.04%,0.4
PHDG,6,91,4.32%,2.28%,1.9
FXE,10,79,4.32%,18.96%,0.2
BIV,10,71,4.32%,62.49%,0.1
SPHD,6,87,4.31%,8.20%,0.5
DTH,13,76,4.31%,6.86%,0.6
GNMA,5,77,4.31%,49.23%,0.1
SPHD,8,83,4.31%,11.27%,0.4
FDL,6,89,4.31%,8.96%,0.5
FXE,7,83,4.31%,17.98%,0.2
SPTI,14,77,4.30%,38.46%,0.1
EWH,10,73,4.30%,20.62%,0.2
SPLV,8,82,4.30%,13.99%,0.3
RSPT,12,69,4.30%,36.90%,0.1
FXE,13,66,4.30%,51.28%,0.1
XMPT,13,82,4.30%,17.30%,0.2
SPLV,8,83,4.30%,11.30%,0.4
GNMA,3,93,4.29%,34.36%,0.1
DHS,10,69,4.29%,46.64%,0.1
UNL,6,81,4.29%,20.66%,0.2
RINF,10,76,4.29%,32.17%,0.1
DHS,4,79,4.28%,38.20%,0.1
EWH,15,67,4.28%,35.96%,0.1
RSPT,14,67,4.27%,52.76%,0.1
RSPT,9,73,4.26%,39.03%,0.1
BIV,14,84,4.26%,5.60%,0.8
BIV,14,85,4.26%,5.60%,0.8
BIV,15,84,4.26%,5.60%,0.8
BIV,15,85,4.26%,5.60%,0.8
FXE,5,87,4.26%,19.74%,0.2
DTH,10,80,4.26%,4.26%,1
BIV,13,85,4.26%,5.60%,0.8
BIV,13,86,4.26%,5.60%,0.8
GNMA,7,75,4.26%,35.65%,0.1
BIV,12,86,4.26%,5.60%,0.8
BIV,12,87,4.26%,5.60%,0.8
BIV,10,88,4.26%,5.60%,0.8
DHS,9,67,4.26%,58.42%,0.1
BIV,11,87,4.26%,5.60%,0.8
PHDG,10,82,4.26%,9.99%,0.4
IOO,9,65,4.25%,69.26%,0.1
UNL,7,80,4.25%,13.34%,0.3
DTH,5,84,4.25%,19.10%,0.2
RINF,10,81,4.25%,23.85%,0.2
SPHD,9,82,4.25%,7.04%,0.6
DHS,15,74,4.25%,9.21%,0.5
EWH,6,76,4.24%,38.08%,0.1
GNMA,6,89,4.24%,14.75%,0.3
FXE,5,83,4.24%,28.15%,0.2
RINF,14,77,4.23%,20.78%,0.2
EWH,13,74,4.23%,21.62%,0.2
FDL,5,93,4.23%,8.96%,0.5
DHS,5,71,4.23%,65.79%,0.1
SPLV,3,92,4.23%,20.58%,0.2
SPTI,12,78,4.22%,44.32%,0.1
EWH,9,74,4.22%,21.68%,0.2
SPLV,12,80,4.22%,4.48%,0.9
SPTI,13,78,4.22%,36.95%,0.1
DTH,9,77,4.22%,16.00%,0.3
SPTI,12,79,4.22%,36.95%,0.1
TQQQ,10,73,4.21%,47.46%,0.1
UNL,8,76,4.21%,26.31%,0.2
XMPT,11,90,4.21%,9.91%,0.4
IDLV,9,71,4.21%,34.41%,0.1
RINF,9,81,4.21%,25.14%,0.2
SPLV,9,83,4.21%,10.06%,0.4
USCI,4,88,4.20%,32.75%,0.1
TQQQ,13,66,4.20%,65.49%,0.1
XMPT,14,82,4.20%,17.48%,0.2
DTH,11,76,4.20%,9.21%,0.5
SPTI,12,77,4.19%,52.87%,0.1
USCI,12,76,4.19%,25.53%,0.2
DHS,5,86,4.19%,14.34%,0.3
USCI,15,74,4.19%,25.11%,0.2
TQQQ,8,66,4.19%,71.93%,0.1
TQQQ,11,69,4.19%,49.98%,0.1
PHDG,3,89,4.19%,24.73%,0.2
BIV,15,79,4.19%,25.28%,0.2
GNMA,5,93,4.19%,10.05%,0.4
GNMA,6,91,4.19%,10.05%,0.4
GNMA,6,92,4.19%,10.05%,0.4
GNMA,7,90,4.19%,10.05%,0.4
DTH,15,75,4.18%,4.26%,1
IDLV,5,82,4.18%,18.74%,0.2
PHDG,11,68,4.17%,43.98%,0.1
FXE,9,77,4.17%,27.99%,0.1
SPLV,13,79,4.17%,4.48%,0.9
SPLV,5,67,4.17%,70.68%,0.1
FXE,10,68,4.17%,48.90%,0.1
GNMA,11,82,4.17%,21.71%,0.2
GNMA,12,81,4.17%,21.71%,0.2
RSPT,5,90,4.16%,7.37%,0.6
EWH,9,67,4.16%,41.44%,0.1
RSPT,4,91,4.16%,17.30%,0.2
EWH,5,83,4.16%,26.07%,0.2
SPHD,14,67,4.16%,52.83%,0.1
FXE,5,81,4.15%,32.54%,0.1
SPTI,8,83,4.15%,39.11%,0.1
RINF,12,73,4.15%,23.86%,0.2
SPTI,14,76,4.15%,47.06%,0.1
DHS,12,68,4.14%,51.30%,0.1
PHDG,11,66,4.14%,47.34%,0.1
EWH,7,84,4.14%,18.56%,0.2
PHDG,6,78,4.14%,36.58%,0.1
EWH,7,75,4.14%,35.48%,0.1
PHDG,6,70,4.14%,61.82%,0.1
USCI,12,79,4.14%,15.98%,0.3
SPHD,6,74,4.14%,53.35%,0.1
TQQQ,8,72,4.13%,66.36%,0.1
DTH,14,74,4.13%,7.60%,0.5
UNL,11,74,4.13%,14.06%,0.3
EWH,7,77,4.13%,32.19%,0.1
FDL,6,90,4.13%,8.96%,0.5
TQQQ,7,91,4.13%,2.80%,1.5
SPLV,3,88,4.13%,46.67%,0.1
SPLV,4,93,4.13%,9.13%,0.5
TQQQ,8,73,4.12%,59.37%,0.1
DTH,14,76,4.12%,4.26%,1
DTH,13,77,4.12%,4.26%,1
EWH,13,76,4.12%,15.54%,0.3
DTH,12,78,4.12%,4.26%,1
IDLV,8,81,4.11%,3.11%,1.3
EWH,9,69,4.11%,42.72%,0.1
DHS,14,76,4.11%,6.49%,0.6
FXE,11,74,4.11%,23.28%,0.2
XMPT,8,89,4.11%,14.50%,0.3
BIV,5,94,4.11%,15.67%,0.3
FXE,10,76,4.11%,27.99%,0.1
RSPT,15,77,4.11%,2.07%,2
USCI,13,75,4.10%,25.58%,0.2
IDLV,9,70,4.10%,31.57%,0.1
SPHD,15,68,4.10%,45.24%,0.1
RINF,15,81,4.10%,6.33%,0.6
PHDG,4,87,4.10%,23.53%,0.2
GNMA,5,92,4.10%,10.73%,0.4
IDLV,8,71,4.10%,32.71%,0.1
FXE,13,72,4.10%,23.00%,0.2
DHS,5,91,4.10%,6.80%,0.6
PHDG,6,77,4.09%,38.66%,0.1
SPTI,9,84,4.09%,33.44%,0.1
TQQQ,11,66,4.09%,76.20%,0.1
SPTI,7,85,4.09%,38.84%,0.1
SPTI,13,84,4.08%,20.67%,0.2
GNMA,8,87,4.08%,14.92%,0.3
GNMA,9,86,4.08%,14.92%,0.3
FXE,9,76,4.08%,28.13%,0.1
DTH,9,82,4.08%,4.30%,0.9
PHDG,7,71,4.08%,55.53%,0.1
EWH,10,77,4.08%,24.80%,0.2
PHDG,10,83,4.07%,9.99%,0.4
SPLV,5,85,4.07%,20.87%,0.2
TQQQ,12,65,4.07%,76.54%,0.1
EWH,12,69,4.07%,31.55%,0.1
RSPT,6,90,4.06%,3.48%,1.2
BIV,9,73,4.06%,59.66%,0.1
DTH,9,81,4.05%,5.02%,0.8
GNMA,13,67,4.05%,52.61%,0.1
DHS,13,77,4.05%,6.49%,0.6
USCI,14,74,4.05%,25.09%,0.2
DHS,12,78,4.04%,6.49%,0.6
EWH,11,78,4.04%,19.56%,0.2
EWH,5,76,4.04%,37.51%,0.1
TQQQ,10,71,4.04%,55.51%,0.1
DHS,5,72,4.04%,66.18%,0.1
RSPT,13,79,4.03%,2.07%,1.9
GNMA,10,83,4.03%,21.71%,0.2
SPTI,14,69,4.03%,56.07%,0.1
XMPT,10,86,4.03%,17.30%,0.2
DTH,9,79,4.03%,8.16%,0.5
USCI,7,83,4.03%,15.50%,0.3
ZSL,9,85,4.03%,11.52%,0.3
RSPT,14,78,4.03%,2.07%,1.9
UNL,12,72,4.03%,23.68%,0.2
FXE,13,73,4.03%,23.42%,0.2
EWH,10,78,4.02%,22.07%,0.2
EWH,11,81,4.02%,8.41%,0.5
TQQQ,10,70,4.01%,53.44%,0.1
EWH,15,73,4.01%,17.73%,0.2
DTH,5,77,4.01%,45.07%,0.1
GNMA,5,91,4.01%,15.05%,0.3
IDLV,7,74,4.00%,26.78%,0.1
FXE,14,73,3.99%,23.42%,0.2
GNMA,9,84,3.99%,21.71%,0.2
SPLV,3,93,3.99%,19.09%,0.2
GNMA,13,66,3.99%,50.06%,0.1
FXE,14,72,3.98%,23.42%,0.2
IOO,4,94,3.98%,1.64%,2.4
GNMA,4,94,3.98%,13.28%,0.3
FXE,9,69,3.98%,47.10%,0.1
SPLV,5,90,3.98%,10.18%,0.4
DTH,12,75,3.97%,9.40%,0.4
FDL,8,70,3.97%,44.67%,0.1
BIV,3,92,3.97%,46.00%,0.1
SPLV,6,85,3.96%,16.99%,0.2
SPLV,14,78,3.96%,4.48%,0.9
ZSL,11,82,3.95%,11.52%,0.3
FXE,7,82,3.95%,23.30%,0.2
DTH,13,75,3.95%,7.60%,0.5
XMPT,12,89,3.95%,9.59%,0.4
IOO,9,86,3.95%,0.43%,9.1
SPLV,11,81,3.95%,6.65%,0.6
TQQQ,10,69,3.95%,59.49%,0.1
GNMA,14,72,3.95%,37.01%,0.1
BIV,5,88,3.95%,41.77%,0.1
BIV,2,95,3.95%,56.62%,0.1
GNMA,7,88,3.95%,14.92%,0.3
EWH,8,78,3.94%,25.62%,0.2
ZSL,4,93,3.94%,23.94%,0.2
EWH,12,76,3.94%,21.80%,0.2
SPHD,3,92,3.94%,31.29%,0.1
RSPT,7,88,3.94%,2.05%,1.9
DHS,4,87,3.94%,27.11%,0.1
DTH,11,77,3.94%,7.23%,0.5
FDL,11,81,3.93%,8.96%,0.4
USCI,3,94,3.93%,18.57%,0.2
FDL,3,86,3.93%,44.00%,0.1
IDLV,12,75,3.93%,7.05%,0.6
GNMA,15,71,3.93%,40.12%,0.1
RSPT,5,89,3.93%,14.28%,0.3
IDLV,4,90,3.93%,10.35%,0.4
BIV,15,83,3.92%,9.89%,0.4
RSPT,3,93,3.92%,28.13%,0.1
EWH,11,79,3.92%,16.32%,0.2
XMPT,11,84,3.92%,21.13%,0.2
BIV,12,85,3.92%,9.89%,0.4
UNL,8,79,3.92%,15.30%,0.3
BIV,8,90,3.92%,9.89%,0.4
BIV,9,89,3.92%,9.89%,0.4
BIV,11,86,3.92%,9.89%,0.4
DTH,12,76,3.92%,7.79%,0.5
USCI,11,76,3.92%,25.11%,0.2
UNL,10,76,3.92%,11.36%,0.3
DHS,10,80,3.92%,9.21%,0.4
IDLV,9,79,3.91%,4.30%,0.9
USCI,13,74,3.91%,25.09%,0.2
DHS,7,69,3.91%,60.35%,0.1
EWH,14,78,3.91%,9.91%,0.4
RINF,15,72,3.91%,27.23%,0.1
USCI,6,78,3.91%,37.45%,0.1
TQQQ,14,70,3.91%,34.20%,0.1
EWH,13,79,3.90%,8.10%,0.5
EWH,11,75,3.90%,23.51%,0.2
DTH,8,82,3.90%,5.02%,0.8
EWH,7,70,3.90%,48.24%,0.1
GNMA,7,89,3.90%,13.02%,0.3
GNMA,8,88,3.90%,13.02%,0.3
SPHD,7,85,3.90%,12.44%,0.3
IDLV,15,66,3.89%,45.35%,0.1
SPLV,6,86,3.89%,13.19%,0.3
SPLV,7,85,3.89%,8.89%,0.4
SPTI,7,88,3.89%,25.99%,0.1
IDLV,4,87,3.89%,15.47%,0.3
IOO,4,76,3.88%,55.38%,0.1
IOO,7,67,3.88%,67.64%,0.1
IDLV,15,73,3.88%,6.99%,0.6
DTH,8,84,3.87%,3.59%,1.1
RINF,10,78,3.87%,24.72%,0.2
TQQQ,8,68,3.87%,71.00%,0.1
TQQQ,11,71,3.87%,52.81%,0.1
SPLV,5,89,3.86%,11.44%,0.3
BIV,12,73,3.86%,41.53%,0.1
IOO,15,78,3.86%,4.26%,0.9
EWH,9,80,3.86%,22.65%,0.2
IOO,14,79,3.86%,4.30%,0.9
EWH,9,79,3.86%,21.26%,0.2
ZSL,14,79,3.86%,11.52%,0.3
ZSL,15,78,3.86%,11.52%,0.3
TQQQ,15,69,3.86%,43.40%,0.1
USCI,10,83,3.86%,11.10%,0.3
DTH,7,85,3.86%,4.99%,0.8
IDLV,10,78,3.86%,4.27%,0.9
DTH,14,75,3.86%,7.23%,0.5
FXE,5,82,3.85%,38.79%,0.1
DTH,4,83,3.85%,31.09%,0.1
DHS,4,82,3.85%,32.95%,0.1
BIV,7,76,3.85%,62.56%,0.1
SPTI,13,76,3.85%,52.87%,0.1
EWH,11,69,3.85%,38.84%,0.1
IOO,11,83,3.85%,2.33%,1.7
FXE,15,73,3.85%,25.73%,0.1
BIV,3,89,3.85%,59.11%,0.1
SPTI,8,86,3.85%,33.02%,0.1
IOO,13,80,3.85%,4.30%,0.9
EWH,9,81,3.84%,19.37%,0.2
IDLV,5,88,3.84%,4.16%,0.9
IOO,13,81,3.84%,2.33%,1.7
IOO,8,87,3.84%,1.09%,3.5
FXE,6,70,3.84%,56.31%,0.1
EWH,12,77,3.84%,18.98%,0.2
IDLV,10,67,3.84%,49.16%,0.1
XMPT,7,94,3.84%,13.86%,0.3
TQQQ,9,88,3.84%,1.85%,2.1
IOO,12,82,3.84%,2.33%,1.6
XMPT,9,91,3.83%,13.87%,0.3
BIV,9,88,3.83%,13.51%,0.3
TQQQ,4,81,3.83%,63.81%,0.1
FXE,13,75,3.83%,23.17%,0.2
EWH,6,70,3.83%,52.99%,0.1
PHDG,8,87,3.83%,2.81%,1.4
FXE,12,74,3.83%,23.42%,0.2
FDL,12,79,3.83%,8.96%,0.4
SPTI,14,81,3.82%,20.67%,0.2
SPTI,13,82,3.82%,20.67%,0.2
FDL,8,72,3.82%,42.98%,0.1
ZSL,10,83,3.82%,11.52%,0.3
DHS,11,65,3.82%,65.40%,0.1
IDLV,5,87,3.82%,7.48%,0.5
IDLV,14,74,3.81%,7.10%,0.5
FXE,14,74,3.81%,25.50%,0.1
USCI,8,74,3.81%,43.69%,0.1
RSPT,6,78,3.81%,44.07%,0.1
SPTI,6,78,3.81%,48.67%,0.1
IDLV,6,78,3.81%,20.92%,0.2
BIV,11,83,3.81%,34.68%,0.1
SPHD,4,80,3.80%,48.79%,0.1
IDLV,12,76,3.80%,4.31%,0.9
IDLV,11,77,3.79%,4.31%,0.9
TQQQ,7,73,3.79%,72.41%,0.1
IOO,10,84,3.79%,2.33%,1.6
FXE,10,78,3.79%,23.30%,0.2
DTH,10,76,3.79%,12.15%,0.3
DTH,8,83,3.79%,4.99%,0.8
IDLV,5,84,3.79%,13.14%,0.3
UNL,12,73,3.79%,12.55%,0.3
FXE,6,82,3.79%,23.59%,0.2
TQQQ,13,70,3.78%,47.20%,0.1
TQQQ,12,70,3.78%,55.68%,0.1
SPLV,4,68,3.78%,76.59%,0
UNL,6,83,3.77%,13.34%,0.3
EWH,13,75,3.77%,22.30%,0.2
DHS,4,83,3.77%,36.93%,0.1
SPLV,3,76,3.76%,72.76%,0.1
GNMA,7,73,3.76%,41.26%,0.1
DHS,5,84,3.76%,26.39%,0.1
GNMA,6,90,3.76%,13.96%,0.3
SPHD,4,91,3.76%,15.62%,0.2
XMPT,9,92,3.76%,8.91%,0.4
DTH,9,80,3.76%,7.23%,0.5
USCI,10,81,3.76%,15.98%,0.2
RINF,8,81,3.76%,26.82%,0.1
UNL,10,71,3.76%,36.04%,0.1
RINF,10,77,3.75%,29.05%,0.1
BIV,14,83,3.75%,9.89%,0.4
BIV,15,82,3.75%,9.89%,0.4
EWH,14,74,3.75%,20.44%,0.2
BIV,13,84,3.75%,9.89%,0.4
EWH,14,76,3.75%,16.67%,0.2
IDLV,4,89,3.75%,13.36%,0.3
BIV,6,77,3.75%,59.78%,0.1
XMPT,10,90,3.75%,11.46%,0.3
SPLV,5,66,3.75%,72.24%,0.1
DTH,7,84,3.75%,6.80%,0.6
IDLV,9,80,3.74%,4.03%,0.9
DHS,14,77,3.74%,6.49%,0.6
SPTI,14,75,3.74%,52.65%,0.1
PHDG,14,65,3.74%,48.37%,0.1
DTH,10,78,3.74%,7.23%,0.5
DTH,15,76,3.73%,4.26%,0.9
SPTI,15,76,3.73%,44.23%,0.1
IOO,6,90,3.73%,1.09%,3.4
SPLV,3,74,3.73%,74.47%,0.1
IOO,10,85,3.73%,0.43%,8.6
BIV,15,71,3.73%,55.09%,0.1
DTH,8,68,3.72%,50.58%,0.1
SPLV,10,82,3.72%,8.39%,0.4
DTH,8,79,3.72%,16.00%,0.2
ZSL,8,86,3.72%,13.50%,0.3
EWH,10,82,3.72%,8.41%,0.4
SPHD,13,68,3.71%,50.27%,0.1
DTH,7,80,3.71%,17.41%,0.2
RSPT,5,92,3.71%,8.43%,0.4
TQQQ,12,66,3.71%,73.23%,0.1
TQQQ,9,72,3.71%,57.01%,0.1
BIV,5,93,3.70%,33.22%,0.1
DTH,5,88,3.70%,11.92%,0.3
DTH,7,81,3.70%,16.00%,0.2
PHDG,8,70,3.70%,47.67%,0.1
EWH,7,76,3.70%,28.23%,0.1
FXE,12,76,3.70%,23.17%,0.2
IDLV,5,83,3.69%,17.49%,0.2
ZSL,7,88,3.69%,16.02%,0.2
EWH,13,77,3.69%,17.20%,0.2
EWH,4,84,3.69%,35.70%,0.1
IOO,14,80,3.69%,4.30%,0.9
IOO,15,79,3.69%,4.30%,0.9
TQQQ,7,72,3.68%,71.32%,0.1
FXE,5,73,3.68%,48.29%,0.1
USCI,4,89,3.68%,28.97%,0.1
EWH,15,77,3.68%,11.16%,0.3
PHDG,11,81,3.67%,9.99%,0.4
RINF,5,95,3.67%,16.82%,0.2
DHS,4,94,3.67%,6.64%,0.6
EWH,15,74,3.67%,14.47%,0.3
PHDG,6,69,3.67%,55.84%,0.1
PHDG,6,72,3.67%,62.64%,0.1
EWH,5,84,3.66%,23.78%,0.2
DTH,6,83,3.66%,16.22%,0.2
BIV,13,83,3.66%,13.51%,0.3
TQQQ,8,71,3.66%,65.47%,0.1
BIV,12,84,3.66%,13.51%,0.3
RINF,13,81,3.66%,13.46%,0.3
BIV,11,85,3.66%,13.51%,0.3
EWH,13,78,3.66%,19.41%,0.2
RINF,11,84,3.65%,16.82%,0.2
SPTI,11,85,3.65%,20.67%,0.2
USCI,5,81,3.65%,29.30%,0.1
DHS,11,79,3.65%,6.49%,0.6
DHS,6,82,3.64%,17.13%,0.2
SPLV,7,84,3.64%,16.57%,0.2
USCI,11,80,3.64%,15.98%,0.2
FDL,9,85,3.64%,8.96%,0.4
EWH,6,78,3.64%,33.47%,0.1
DHS,4,86,3.64%,38.45%,0.1
ZSL,9,83,3.64%,17.49%,0.2
SPTI,4,92,3.63%,26.06%,0.1
RINF,12,82,3.63%,17.01%,0.2
DHS,8,68,3.63%,65.54%,0.1
IOO,8,66,3.63%,72.60%,0.1
FXE,9,80,3.63%,23.30%,0.2
UNL,7,81,3.63%,13.34%,0.3
PHDG,3,90,3.62%,22.94%,0.2
DHS,6,74,3.62%,41.34%,0.1
IDLV,8,74,3.62%,26.75%,0.1
EWH,9,82,3.62%,16.14%,0.2
RSPT,5,91,3.62%,5.57%,0.7
PHDG,5,94,3.62%,0.32%,11.2
BIV,10,87,3.62%,13.51%,0.3
RINF,9,80,3.61%,25.88%,0.1
PHDG,10,85,3.61%,2.61%,1.4
BIV,14,87,3.61%,0.43%,8.4
FXE,5,72,3.61%,52.13%,0.1
BIV,15,86,3.61%,0.43%,8.4
XMPT,8,92,3.61%,11.60%,0.3
BIV,13,87,3.61%,0.43%,8.4
DTH,11,79,3.60%,4.26%,0.8
BIV,12,88,3.60%,0.43%,8.3
BIV,8,91,3.60%,0.43%,8.3
BIV,9,90,3.60%,0.43%,8.3
BIV,9,91,3.60%,0.43%,8.3
BIV,10,90,3.60%,0.43%,8.3
XMPT,10,91,3.60%,11.21%,0.3
BIV,11,89,3.60%,0.43%,8.3
EWH,12,79,3.60%,18.85%,0.2
EWH,12,80,3.60%,8.70%,0.4
EWH,11,70,3.60%,29.97%,0.1
FXE,3,85,3.59%,44.50%,0.1
PHDG,7,89,3.59%,2.81%,1.3
TQQQ,8,70,3.59%,72.11%,0
DHS,15,76,3.58%,6.49%,0.6
FDL,9,70,3.58%,52.79%,0.1
IDLV,9,69,3.58%,38.46%,0.1
SPLV,6,87,3.58%,8.83%,0.4
SPTI,15,80,3.58%,20.67%,0.2
RINF,9,77,3.57%,32.17%,0.1
ZSL,13,80,3.57%,11.52%,0.3
DTH,5,90,3.57%,5.89%,0.6
TQQQ,15,82,3.57%,0.35%,10.1
DTH,6,87,3.57%,5.89%,0.6
UNL,13,67,3.57%,50.08%,0.1
GNMA,3,90,3.56%,34.82%,0.1
FXE,9,78,3.56%,23.30%,0.2
XMPT,9,87,3.56%,17.30%,0.2
DTH,6,81,3.56%,22.58%,0.2
ZSL,9,84,3.56%,15.33%,0.2
DTH,10,81,3.55%,4.26%,0.8
RSPT,5,80,3.55%,46.37%,0.1
SPTI,10,86,3.55%,20.67%,0.2
EWH,8,83,3.55%,16.26%,0.2
FXE,3,83,3.55%,45.38%,0.1
USCI,6,83,3.55%,18.42%,0.2
IOO,5,92,3.55%,1.25%,2.8
EWH,14,67,3.55%,39.22%,0.1
USCI,9,76,3.55%,25.11%,0.1
ZSL,12,81,3.55%,11.52%,0.3
FDL,10,83,3.54%,8.96%,0.4
EWH,11,80,3.54%,11.58%,0.3
EWH,8,75,3.54%,26.28%,0.1
ZSL,8,87,3.54%,13.36%,0.3
USCI,8,84,3.54%,20.41%,0.2
BIV,6,91,3.54%,34.73%,0.1
EWH,3,88,3.54%,32.62%,0.1
SPTI,10,82,3.54%,35.70%,0.1
IDLV,5,89,3.54%,4.16%,0.9
PHDG,6,73,3.54%,57.50%,0.1
DTH,5,87,3.54%,12.91%,0.3
TQQQ,10,68,3.53%,70.86%,0
TQQQ,14,65,3.53%,65.71%,0.1
BIV,13,71,3.53%,60.48%,0.1
DTH,10,83,3.53%,2.33%,1.5
FXE,8,82,3.53%,16.06%,0.2
RSPT,7,76,3.52%,41.14%,0.1
ZSL,12,80,3.52%,13.02%,0.3
FXE,6,86,3.52%,16.06%,0.2
IDLV,14,75,3.52%,5.95%,0.6
SPHD,11,69,3.52%,57.21%,0.1
DTH,8,85,3.51%,2.33%,1.5
FDL,14,78,3.51%,8.96%,0.4
PHDG,10,66,3.51%,48.66%,0.1
XMPT,15,80,3.51%,19.00%,0.2
EWH,15,75,3.50%,16.67%,0.2
EWH,10,75,3.50%,22.90%,0.2
RINF,9,79,3.50%,26.82%,0.1
FXE,5,85,3.50%,22.43%,0.2
USCI,9,84,3.49%,13.92%,0.3
SPLV,4,91,3.49%,13.89%,0.3
BIV,11,70,3.48%,66.52%,0.1
SPLV,3,94,3.48%,17.18%,0.2
EWH,15,76,3.48%,21.42%,0.2
UNL,14,76,3.47%,10.64%,0.3
EWH,14,77,3.47%,21.50%,0.2
SPTI,11,80,3.47%,40.01%,0.1
FDL,10,69,3.47%,54.45%,0.1
USCI,11,81,3.46%,16.68%,0.2
RSPT,10,83,3.46%,2.07%,1.7
FDL,11,82,3.46%,8.96%,0.4
TQQQ,14,83,3.46%,0.35%,9.8
TQQQ,13,84,3.45%,0.35%,9.8
TQQQ,13,71,3.45%,40.42%,0.1
USCI,6,85,3.45%,20.32%,0.2
DTH,9,84,3.45%,2.33%,1.5
BIV,7,78,3.45%,48.35%,0.1
SPTI,14,83,3.45%,20.67%,0.2
DTH,12,79,3.45%,4.26%,0.8
RINF,12,74,3.44%,28.42%,0.1
DTH,9,83,3.44%,2.33%,1.5
BIV,9,78,3.44%,48.76%,0.1
FXE,11,67,3.44%,52.45%,0.1
IDLV,12,66,3.44%,52.70%,0.1
RINF,10,86,3.44%,16.82%,0.2
EWH,12,78,3.44%,14.98%,0.2
FDL,7,88,3.44%,8.96%,0.4
EWH,10,80,3.44%,17.67%,0.2
FDL,13,79,3.44%,8.96%,0.4
DHS,9,82,3.44%,9.21%,0.4
USCI,3,91,3.44%,39.64%,0.1
IDLV,10,77,3.44%,7.05%,0.5
DTH,13,78,3.43%,4.26%,0.8
UNL,14,72,3.43%,17.43%,0.2
SPTI,10,81,3.43%,38.81%,0.1
BIV,7,89,3.43%,34.73%,0.1
FDL,6,91,3.43%,8.96%,0.4
XMPT,7,91,3.43%,12.84%,0.3
FXE,8,80,3.43%,23.30%,0.1
FXE,7,84,3.42%,16.06%,0.2
FXE,9,79,3.42%,23.30%,0.1
USCI,6,79,3.42%,35.89%,0.1
XMPT,7,95,3.42%,7.04%,0.5
UNL,8,80,3.42%,15.60%,0.2
IDLV,10,79,3.42%,4.05%,0.8
GNMA,6,77,3.42%,39.76%,0.1
RINF,12,81,3.41%,20.47%,0.2
SPLV,6,88,3.41%,10.18%,0.3
DTH,6,82,3.40%,17.25%,0.2
RSPT,9,85,3.40%,2.09%,1.6
GNMA,11,83,3.40%,21.71%,0.2
GNMA,10,84,3.40%,21.71%,0.2
SPHD,11,68,3.39%,55.54%,0.1
IDLV,11,76,3.39%,7.05%,0.5
FXE,9,81,3.39%,16.06%,0.2
USCI,3,90,3.39%,37.14%,0.1
SPHD,15,67,3.38%,51.81%,0.1
RINF,6,93,3.38%,16.82%,0.2
RINF,7,91,3.38%,16.82%,0.2
RINF,8,89,3.38%,16.82%,0.2
USCI,6,84,3.38%,19.27%,0.2
IOO,7,89,3.38%,1.09%,3.1
SPLV,5,88,3.38%,17.37%,0.2
RSPT,7,75,3.38%,42.20%,0.1
DHS,10,81,3.38%,6.49%,0.5
BIV,10,86,3.37%,13.51%,0.2
EWH,14,75,3.37%,15.82%,0.2
TQQQ,4,80,3.37%,61.27%,0.1
DTH,4,94,3.37%,5.89%,0.6
SPLV,8,84,3.36%,13.95%,0.2
FXE,12,75,3.36%,25.86%,0.1
ZSL,8,85,3.36%,25.01%,0.1
FXE,8,81,3.36%,23.30%,0.1
BIV,8,82,3.36%,40.93%,0.1
SPLV,5,78,3.36%,47.68%,0.1
IDLV,13,76,3.36%,5.95%,0.6
TQQQ,11,72,3.35%,50.06%,0.1
RSPT,3,95,3.35%,22.69%,0.1
SPLV,4,90,3.35%,17.93%,0.2
DTH,3,95,3.35%,24.50%,0.1
