Lookback (days),RSIs,symbol,AR (%),sharpe_ratio,MD ,calmer_ratio
4,92,DHS,4.58%,0.7,10.13%,0.5
14,81,XMPT,4.58%,0.4,18.33%,0.2
9,73,EWH,4.57%,0.4,26.71%,0.2
15,79,RINF,4.57%,0.4,19.12%,0.2
15,87,XMPT,4.57%,0.5,11.59%,0.4
5,68,SPLV,4.57%,0.3,66.22%,0.1
7,87,PHDG,4.57%,0.8,9.99%,0.5
5,85,DTH,4.56%,0.5,16.76%,0.3
13,79,IOO,4.56%,0.7,4.26%,1.1
14,80,RINF,4.56%,0.4,19.22%,0.2
14,87,XMPT,4.56%,0.5,14.52%,0.3
11,80,SPLV,4.55%,0.6,10.97%,0.4
8,88,BIV,4.55%,0.4,24.53%,0.2
8,86,RSPT,4.55%,1.0,2.07%,2.2
4,82,DTH,4.55%,0.3,40.66%,0.1
9,84,RSPT,4.55%,1.0,2.07%,2.2
11,71,EWH,4.55%,0.4,25.26%,0.2
6,85,DTH,4.55%,0.7,7.23%,0.6
3,95,BIV,4.55%,0.3,39.99%,0.1
6,81,FXE,4.54%,0.3,25.78%,0.2
8,78,BIV,4.54%,0.3,44.33%,0.1
7,85,DHS,4.54%,0.7,9.15%,0.5
13,71,UNL,4.53%,0.4,23.73%,0.2
8,77,USCI,4.53%,0.3,26.32%,0.2
4,87,USCI,4.53%,0.4,30.87%,0.1
6,84,IDLV,4.53%,1.0,3.74%,1.2
5,75,EWH,4.53%,0.3,42.84%,0.1
12,82,BIV,4.53%,0.4,27.85%,0.2
9,88,XMPT,4.53%,0.5,13.40%,0.3
15,76,RINF,4.53%,0.4,16.66%,0.3
13,79,PHDG,4.53%,0.6,9.80%,0.5
6,86,DTH,4.52%,0.8,6.01%,0.8
7,65,USCI,4.52%,0.3,57.45%,0.1
4,80,USCI,4.52%,0.3,42.26%,0.1
9,83,PHDG,4.52%,0.7,9.99%,0.5
9,85,IOO,4.51%,0.7,2.33%,1.9
10,77,DTH,4.51%,0.6,12.16%,0.4
11,78,FXE,4.51%,0.4,18.71%,0.2
3,87,DHS,4.51%,0.3,36.08%,0.1
13,77,FDL,4.51%,0.7,8.96%,0.5
14,88,XMPT,4.50%,0.5,9.58%,0.5
14,79,GNMA,4.50%,0.4,21.71%,0.2
14,65,DHS,4.50%,0.3,73.13%,0.1
13,80,GNMA,4.50%,0.4,21.71%,0.2
7,79,SPLV,4.50%,0.4,29.97%,0.2
14,73,EWH,4.50%,0.5,20.46%,0.2
10,81,SPLV,4.49%,0.6,11.97%,0.4
11,77,EWH,4.49%,0.5,19.88%,0.2
14,82,TQQQ,4.49%,0.7,0.35%,12.7
15,81,TQQQ,4.49%,0.7,0.35%,12.7
14,71,GNMA,4.48%,0.3,40.58%,0.1
9,78,UNL,4.48%,0.5,10.64%,0.4
9,76,EWH,4.48%,0.4,22.91%,0.2
4,81,DTH,4.47%,0.3,45.78%,0.1
5,86,IDLV,4.47%,0.7,7.95%,0.6
8,74,RSPT,4.46%,0.4,37.65%,0.1
15,82,XMPT,4.46%,0.4,17.30%,0.3
11,80,RSPT,4.45%,0.9,3.48%,1.3
9,75,EWH,4.45%,0.4,20.55%,0.2
9,81,SPLV,4.45%,0.5,13.12%,0.3
8,82,EWH,4.45%,0.5,21.58%,0.2
8,78,DTH,4.44%,0.5,17.15%,0.3
9,77,BIV,4.44%,0.3,40.16%,0.1
4,92,SPLV,4.44%,0.5,9.07%,0.5
8,69,FXE,4.44%,0.3,53.71%,0.1
14,66,GNMA,4.44%,0.3,50.57%,0.1
12,70,UNL,4.44%,0.3,38.10%,0.1
10,74,FXE,4.44%,0.3,23.29%,0.2
8,86,FDL,4.43%,0.8,8.96%,0.5
14,73,USCI,4.43%,0.4,25.49%,0.2
5,84,USCI,4.43%,0.4,25.89%,0.2
7,71,EWH,4.43%,0.3,40.73%,0.1
5,78,DTH,4.43%,0.3,33.53%,0.1
12,74,IDLV,4.42%,0.6,9.14%,0.5
12,80,RSPT,4.42%,1.0,2.07%,2.1
12,72,EWH,4.41%,0.4,19.91%,0.2
9,84,FDL,4.41%,0.7,8.96%,0.5
9,80,BIV,4.41%,0.3,38.66%,0.1
15,75,DHS,4.41%,0.8,6.49%,0.7
6,86,BIV,4.41%,0.3,36.30%,0.1
7,79,DTH,4.41%,0.5,17.25%,0.3
6,77,EWH,4.41%,0.3,41.36%,0.1
6,92,BIV,4.40%,0.4,26.07%,0.2
6,82,UNL,4.40%,0.4,13.91%,0.3
10,84,ZSL,4.40%,0.4,11.52%,0.4
8,76,EWH,4.40%,0.4,29.24%,0.2
10,87,XMPT,4.40%,0.5,17.30%,0.3
11,85,XMPT,4.40%,0.5,17.30%,0.3
7,86,DHS,4.39%,0.8,6.43%,0.7
13,88,XMPT,4.39%,0.5,14.50%,0.3
6,88,DHS,4.39%,0.7,9.15%,0.5
11,67,EWH,4.39%,0.3,42.04%,0.1
4,90,DHS,4.39%,0.5,12.97%,0.3
12,75,EWH,4.38%,0.5,23.47%,0.2
8,81,DTH,4.38%,0.6,8.15%,0.5
5,77,DHS,4.38%,0.3,32.95%,0.1
10,81,FDL,4.38%,0.7,8.96%,0.5
10,69,IDLV,4.38%,0.3,34.81%,0.1
12,75,USCI,4.38%,0.4,25.11%,0.2
5,86,DTH,4.38%,0.6,15.58%,0.3
7,90,BIV,4.38%,0.4,26.33%,0.2
15,69,UNL,4.37%,0.4,36.81%,0.1
13,69,RSPT,4.37%,0.4,35.02%,0.1
12,78,FDL,4.37%,0.7,8.96%,0.5
3,93,SPHD,4.37%,0.4,17.88%,0.2
6,83,SPLV,4.37%,0.4,23.76%,0.2
4,76,USCI,4.37%,0.3,59.38%,0.1
13,78,USCI,4.36%,0.4,16.68%,0.3
5,93,PHDG,4.36%,0.9,0.32%,13.5
8,71,GNMA,4.36%,0.3,42.02%,0.1
4,84,RSPT,4.36%,0.4,38.11%,0.1
3,89,SPLV,4.36%,0.3,32.24%,0.1
4,83,USCI,4.36%,0.3,34.19%,0.1
14,67,IDLV,4.35%,0.3,36.09%,0.1
4,81,USCI,4.35%,0.3,43.12%,0.1
13,74,DTH,4.35%,0.7,9.40%,0.5
3,92,FDL,4.35%,0.4,31.67%,0.1
3,91,PHDG,4.35%,0.4,23.53%,0.2
6,74,EWH,4.35%,0.3,34.30%,0.1
11,89,XMPT,4.34%,0.5,14.50%,0.3
11,77,FXE,4.34%,0.4,23.30%,0.2
13,73,IDLV,4.34%,0.6,9.14%,0.5
9,82,SPLV,4.34%,0.6,10.96%,0.4
11,68,TQQQ,4.34%,0.3,56.52%,0.1
7,72,FDL,4.34%,0.3,40.70%,0.1
14,72,BIV,4.34%,0.3,45.33%,0.1
15,81,XMPT,4.34%,0.4,18.33%,0.2
5,86,FXE,4.34%,0.4,19.74%,0.2
11,75,IDLV,4.34%,0.6,9.14%,0.5
12,67,IDLV,4.34%,0.3,50.34%,0.1
11,80,FDL,4.33%,0.7,8.96%,0.5
8,78,UNL,4.33%,0.4,15.50%,0.3
10,80,SPLV,4.33%,0.5,13.65%,0.3
15,72,IDLV,4.32%,0.6,10.04%,0.4
6,91,PHDG,4.32%,0.9,2.28%,1.9
10,79,FXE,4.32%,0.4,18.96%,0.2
10,71,BIV,4.32%,0.3,62.49%,0.1
6,87,SPHD,4.31%,0.6,8.20%,0.5
13,76,DTH,4.31%,0.8,6.86%,0.6
5,77,GNMA,4.31%,0.3,49.23%,0.1
8,83,SPHD,4.31%,0.6,11.27%,0.4
6,89,FDL,4.31%,0.7,8.96%,0.5
7,83,FXE,4.31%,0.4,17.98%,0.2
14,77,SPTI,4.30%,0.3,38.46%,0.1
10,73,EWH,4.30%,0.4,20.62%,0.2
8,82,SPLV,4.30%,0.5,13.99%,0.3
12,69,RSPT,4.30%,0.3,36.90%,0.1
13,66,FXE,4.30%,0.3,51.28%,0.1
13,82,XMPT,4.30%,0.4,17.30%,0.2
8,83,SPLV,4.30%,0.5,11.30%,0.4
3,93,GNMA,4.29%,0.3,34.36%,0.1
10,69,DHS,4.29%,0.3,46.64%,0.1
6,81,UNL,4.29%,0.4,20.66%,0.2
10,76,RINF,4.29%,0.3,32.17%,0.1
4,79,DHS,4.28%,0.3,38.20%,0.1
15,67,EWH,4.28%,0.3,35.96%,0.1
14,67,RSPT,4.27%,0.3,52.76%,0.1
9,73,RSPT,4.26%,0.4,39.03%,0.1
14,84,BIV,4.26%,0.5,5.60%,0.8
14,85,BIV,4.26%,0.5,5.60%,0.8
15,84,BIV,4.26%,0.5,5.60%,0.8
15,85,BIV,4.26%,0.5,5.60%,0.8
5,87,FXE,4.26%,0.4,19.74%,0.2
10,80,DTH,4.26%,0.8,4.26%,1.0
13,85,BIV,4.26%,0.5,5.60%,0.8
13,86,BIV,4.26%,0.5,5.60%,0.8
7,75,GNMA,4.26%,0.3,35.65%,0.1
12,86,BIV,4.26%,0.5,5.60%,0.8
12,87,BIV,4.26%,0.5,5.60%,0.8
10,88,BIV,4.26%,0.5,5.60%,0.8
9,67,DHS,4.26%,0.3,58.42%,0.1
11,87,BIV,4.26%,0.5,5.60%,0.8
10,82,PHDG,4.26%,0.7,9.99%,0.4
9,65,IOO,4.25%,0.3,69.26%,0.1
7,80,UNL,4.25%,0.4,13.34%,0.3
5,84,DTH,4.25%,0.5,19.10%,0.2
10,81,RINF,4.25%,0.4,23.85%,0.2
9,82,SPHD,4.25%,0.6,7.04%,0.6
15,74,DHS,4.25%,0.7,9.21%,0.5
6,76,EWH,4.24%,0.3,38.08%,0.1
6,89,GNMA,4.24%,0.3,14.75%,0.3
5,83,FXE,4.24%,0.3,28.15%,0.2
14,77,RINF,4.23%,0.4,20.78%,0.2
13,74,EWH,4.23%,0.5,21.62%,0.2
5,93,FDL,4.23%,0.8,8.96%,0.5
5,71,DHS,4.23%,0.3,65.79%,0.1
3,92,SPLV,4.23%,0.4,20.58%,0.2
12,78,SPTI,4.22%,0.3,44.32%,0.1
9,74,EWH,4.22%,0.4,21.68%,0.2
12,80,SPLV,4.22%,0.6,4.48%,0.9
13,78,SPTI,4.22%,0.3,36.95%,0.1
9,77,DTH,4.22%,0.5,16.00%,0.3
12,79,SPTI,4.22%,0.3,36.95%,0.1
10,73,TQQQ,4.21%,0.3,47.46%,0.1
8,76,UNL,4.21%,0.4,26.31%,0.2
11,90,XMPT,4.21%,0.5,9.91%,0.4
9,71,IDLV,4.21%,0.3,34.41%,0.1
9,81,RINF,4.21%,0.3,25.14%,0.2
9,83,SPLV,4.21%,0.6,10.06%,0.4
4,88,USCI,4.20%,0.4,32.75%,0.1
13,66,TQQQ,4.20%,0.3,65.49%,0.1
14,82,XMPT,4.20%,0.4,17.48%,0.2
11,76,DTH,4.20%,0.6,9.21%,0.5
12,77,SPTI,4.19%,0.3,52.87%,0.1
12,76,USCI,4.19%,0.4,25.53%,0.2
5,86,DHS,4.19%,0.5,14.34%,0.3
15,74,USCI,4.19%,0.4,25.11%,0.2
8,66,TQQQ,4.19%,0.3,71.93%,0.1
11,69,TQQQ,4.19%,0.3,49.98%,0.1
3,89,PHDG,4.19%,0.3,24.73%,0.2
15,79,BIV,4.19%,0.3,25.28%,0.2
5,93,GNMA,4.19%,0.3,10.05%,0.4
6,91,GNMA,4.19%,0.3,10.05%,0.4
6,92,GNMA,4.19%,0.3,10.05%,0.4
7,90,GNMA,4.19%,0.3,10.05%,0.4
15,75,DTH,4.18%,0.8,4.26%,1.0
5,82,IDLV,4.18%,0.4,18.74%,0.2
11,68,PHDG,4.17%,0.3,43.98%,0.1
9,77,FXE,4.17%,0.3,27.99%,0.1
13,79,SPLV,4.17%,0.6,4.48%,0.9
5,67,SPLV,4.17%,0.3,70.68%,0.1
10,68,FXE,4.17%,0.3,48.90%,0.1
11,82,GNMA,4.17%,0.3,21.71%,0.2
12,81,GNMA,4.17%,0.3,21.71%,0.2
5,90,RSPT,4.16%,0.8,7.37%,0.6
9,67,EWH,4.16%,0.3,41.44%,0.1
4,91,RSPT,4.16%,0.6,17.30%,0.2
5,83,EWH,4.16%,0.4,26.07%,0.2
14,67,SPHD,4.16%,0.3,52.83%,0.1
5,81,FXE,4.15%,0.3,32.54%,0.1
8,83,SPTI,4.15%,0.3,39.11%,0.1
12,73,RINF,4.15%,0.3,23.86%,0.2
14,76,SPTI,4.15%,0.3,47.06%,0.1
12,68,DHS,4.14%,0.3,51.30%,0.1
11,66,PHDG,4.14%,0.3,47.34%,0.1
7,84,EWH,4.14%,0.5,18.56%,0.2
6,78,PHDG,4.14%,0.3,36.58%,0.1
7,75,EWH,4.14%,0.3,35.48%,0.1
6,70,PHDG,4.14%,0.3,61.82%,0.1
12,79,USCI,4.14%,0.4,15.98%,0.3
6,74,SPHD,4.14%,0.3,53.35%,0.1
8,72,TQQQ,4.13%,0.3,66.36%,0.1
14,74,DTH,4.13%,0.7,7.60%,0.5
11,74,UNL,4.13%,0.4,14.06%,0.3
7,77,EWH,4.13%,0.4,32.19%,0.1
6,90,FDL,4.13%,0.8,8.96%,0.5
7,91,TQQQ,4.13%,0.9,2.80%,1.5
3,88,SPLV,4.13%,0.3,46.67%,0.1
4,93,SPLV,4.13%,0.5,9.13%,0.5
8,73,TQQQ,4.12%,0.3,59.37%,0.1
14,76,DTH,4.12%,0.8,4.26%,1.0
13,77,DTH,4.12%,0.8,4.26%,1.0
13,76,EWH,4.12%,0.5,15.54%,0.3
12,78,DTH,4.12%,0.8,4.26%,1.0
8,81,IDLV,4.11%,0.7,3.11%,1.3
9,69,EWH,4.11%,0.3,42.72%,0.1
14,76,DHS,4.11%,0.8,6.49%,0.6
11,74,FXE,4.11%,0.3,23.28%,0.2
8,89,XMPT,4.11%,0.4,14.50%,0.3
5,94,BIV,4.11%,0.3,15.67%,0.3
10,76,FXE,4.11%,0.3,27.99%,0.1
15,77,RSPT,4.11%,0.9,2.07%,2.0
13,75,USCI,4.10%,0.4,25.58%,0.2
9,70,IDLV,4.10%,0.3,31.57%,0.1
15,68,SPHD,4.10%,0.3,45.24%,0.1
15,81,RINF,4.10%,0.4,6.33%,0.6
4,87,PHDG,4.10%,0.4,23.53%,0.2
5,92,GNMA,4.10%,0.3,10.73%,0.4
8,71,IDLV,4.10%,0.3,32.71%,0.1
13,72,FXE,4.10%,0.3,23.00%,0.2
5,91,DHS,4.10%,0.7,6.80%,0.6
6,77,PHDG,4.09%,0.3,38.66%,0.1
9,84,SPTI,4.09%,0.3,33.44%,0.1
11,66,TQQQ,4.09%,0.3,76.20%,0.1
7,85,SPTI,4.09%,0.3,38.84%,0.1
13,84,SPTI,4.08%,0.3,20.67%,0.2
8,87,GNMA,4.08%,0.3,14.92%,0.3
9,86,GNMA,4.08%,0.3,14.92%,0.3
9,76,FXE,4.08%,0.3,28.13%,0.1
9,82,DTH,4.08%,0.9,4.30%,0.9
7,71,PHDG,4.08%,0.3,55.53%,0.1
10,77,EWH,4.08%,0.4,24.80%,0.2
10,83,PHDG,4.07%,0.7,9.99%,0.4
5,85,SPLV,4.07%,0.4,20.87%,0.2
12,65,TQQQ,4.07%,0.3,76.54%,0.1
12,69,EWH,4.07%,0.3,31.55%,0.1
6,90,RSPT,4.06%,0.9,3.48%,1.2
9,73,BIV,4.06%,0.3,59.66%,0.1
9,81,DTH,4.05%,0.8,5.02%,0.8
13,67,GNMA,4.05%,0.3,52.61%,0.1
13,77,DHS,4.05%,0.7,6.49%,0.6
14,74,USCI,4.05%,0.3,25.09%,0.2
12,78,DHS,4.04%,0.7,6.49%,0.6
11,78,EWH,4.04%,0.5,19.56%,0.2
5,76,EWH,4.04%,0.3,37.51%,0.1
10,71,TQQQ,4.04%,0.3,55.51%,0.1
5,72,DHS,4.04%,0.3,66.18%,0.1
13,79,RSPT,4.03%,0.9,2.07%,1.9
10,83,GNMA,4.03%,0.3,21.71%,0.2
14,69,SPTI,4.03%,0.3,56.07%,0.1
10,86,XMPT,4.03%,0.4,17.30%,0.2
9,79,DTH,4.03%,0.6,8.16%,0.5
7,83,USCI,4.03%,0.4,15.50%,0.3
9,85,ZSL,4.03%,0.4,11.52%,0.3
14,78,RSPT,4.03%,0.9,2.07%,1.9
12,72,UNL,4.03%,0.4,23.68%,0.2
13,73,FXE,4.03%,0.3,23.42%,0.2
10,78,EWH,4.02%,0.5,22.07%,0.2
11,81,EWH,4.02%,0.7,8.41%,0.5
10,70,TQQQ,4.01%,0.3,53.44%,0.1
15,73,EWH,4.01%,0.5,17.73%,0.2
5,77,DTH,4.01%,0.3,45.07%,0.1
5,91,GNMA,4.01%,0.3,15.05%,0.3
7,74,IDLV,4.00%,0.3,26.78%,0.1
14,73,FXE,3.99%,0.3,23.42%,0.2
9,84,GNMA,3.99%,0.3,21.71%,0.2
3,93,SPLV,3.99%,0.4,19.09%,0.2
13,66,GNMA,3.99%,0.3,50.06%,0.1
14,72,FXE,3.98%,0.3,23.42%,0.2
4,94,IOO,3.98%,0.7,1.64%,2.4
4,94,GNMA,3.98%,0.3,13.28%,0.3
9,69,FXE,3.98%,0.3,47.10%,0.1
5,90,SPLV,3.98%,0.5,10.18%,0.4
12,75,DTH,3.97%,0.6,9.40%,0.4
8,70,FDL,3.97%,0.3,44.67%,0.1
3,92,BIV,3.97%,0.3,46.00%,0.1
6,85,SPLV,3.96%,0.4,16.99%,0.2
14,78,SPLV,3.96%,0.6,4.48%,0.9
11,82,ZSL,3.95%,0.4,11.52%,0.3
7,82,FXE,3.95%,0.3,23.30%,0.2
13,75,DTH,3.95%,0.6,7.60%,0.5
12,89,XMPT,3.95%,0.5,9.59%,0.4
9,86,IOO,3.95%,0.7,0.43%,9.1
11,81,SPLV,3.95%,0.5,6.65%,0.6
10,69,TQQQ,3.95%,0.3,59.49%,0.1
14,72,GNMA,3.95%,0.3,37.01%,0.1
5,88,BIV,3.95%,0.3,41.77%,0.1
2,95,BIV,3.95%,0.3,56.62%,0.1
7,88,GNMA,3.95%,0.3,14.92%,0.3
8,78,EWH,3.94%,0.4,25.62%,0.2
4,93,ZSL,3.94%,0.3,23.94%,0.2
12,76,EWH,3.94%,0.5,21.80%,0.2
3,92,SPHD,3.94%,0.4,31.29%,0.1
7,88,RSPT,3.94%,0.9,2.05%,1.9
4,87,DHS,3.94%,0.4,27.11%,0.1
11,77,DTH,3.94%,0.7,7.23%,0.5
11,81,FDL,3.93%,0.7,8.96%,0.4
3,94,USCI,3.93%,0.4,18.57%,0.2
3,86,FDL,3.93%,0.3,44.00%,0.1
12,75,IDLV,3.93%,0.6,7.05%,0.6
15,71,GNMA,3.93%,0.3,40.12%,0.1
5,89,RSPT,3.93%,0.7,14.28%,0.3
4,90,IDLV,3.93%,0.7,10.35%,0.4
15,83,BIV,3.92%,0.5,9.89%,0.4
3,93,RSPT,3.92%,0.4,28.13%,0.1
11,79,EWH,3.92%,0.5,16.32%,0.2
11,84,XMPT,3.92%,0.4,21.13%,0.2
12,85,BIV,3.92%,0.5,9.89%,0.4
8,79,UNL,3.92%,0.4,15.30%,0.3
8,90,BIV,3.92%,0.5,9.89%,0.4
9,89,BIV,3.92%,0.5,9.89%,0.4
11,86,BIV,3.92%,0.5,9.89%,0.4
12,76,DTH,3.92%,0.6,7.79%,0.5
11,76,USCI,3.92%,0.3,25.11%,0.2
10,76,UNL,3.92%,0.4,11.36%,0.3
10,80,DHS,3.92%,0.8,9.21%,0.4
9,79,IDLV,3.91%,0.6,4.30%,0.9
13,74,USCI,3.91%,0.3,25.09%,0.2
7,69,DHS,3.91%,0.3,60.35%,0.1
14,78,EWH,3.91%,0.7,9.91%,0.4
15,72,RINF,3.91%,0.3,27.23%,0.1
6,78,USCI,3.91%,0.3,37.45%,0.1
14,70,TQQQ,3.91%,0.3,34.20%,0.1
13,79,EWH,3.90%,0.7,8.10%,0.5
11,75,EWH,3.90%,0.4,23.51%,0.2
8,82,DTH,3.90%,0.8,5.02%,0.8
7,70,EWH,3.90%,0.3,48.24%,0.1
7,89,GNMA,3.90%,0.3,13.02%,0.3
8,88,GNMA,3.90%,0.3,13.02%,0.3
7,85,SPHD,3.90%,0.5,12.44%,0.3
15,66,IDLV,3.89%,0.3,45.35%,0.1
6,86,SPLV,3.89%,0.5,13.19%,0.3
7,85,SPLV,3.89%,0.5,8.89%,0.4
7,88,SPTI,3.89%,0.3,25.99%,0.1
4,87,IDLV,3.89%,0.4,15.47%,0.3
4,76,IOO,3.88%,0.3,55.38%,0.1
7,67,IOO,3.88%,0.3,67.64%,0.1
15,73,IDLV,3.88%,0.6,6.99%,0.6
8,84,DTH,3.87%,0.8,3.59%,1.1
10,78,RINF,3.87%,0.3,24.72%,0.2
8,68,TQQQ,3.87%,0.3,71.00%,0.1
11,71,TQQQ,3.87%,0.3,52.81%,0.1
5,89,SPLV,3.86%,0.5,11.44%,0.3
12,73,BIV,3.86%,0.3,41.53%,0.1
15,78,IOO,3.86%,0.7,4.26%,0.9
9,80,EWH,3.86%,0.5,22.65%,0.2
14,79,IOO,3.86%,0.7,4.30%,0.9
9,79,EWH,3.86%,0.4,21.26%,0.2
14,79,ZSL,3.86%,0.4,11.52%,0.3
15,78,ZSL,3.86%,0.4,11.52%,0.3
15,69,TQQQ,3.86%,0.3,43.40%,0.1
10,83,USCI,3.86%,0.4,11.10%,0.3
7,85,DTH,3.86%,0.8,4.99%,0.8
10,78,IDLV,3.86%,0.6,4.27%,0.9
14,75,DTH,3.86%,0.7,7.23%,0.5
5,82,FXE,3.85%,0.3,38.79%,0.1
4,83,DTH,3.85%,0.3,31.09%,0.1
4,82,DHS,3.85%,0.3,32.95%,0.1
7,76,BIV,3.85%,0.3,62.56%,0.1
13,76,SPTI,3.85%,0.3,52.87%,0.1
11,69,EWH,3.85%,0.3,38.84%,0.1
11,83,IOO,3.85%,0.7,2.33%,1.7
15,73,FXE,3.85%,0.3,25.73%,0.1
3,89,BIV,3.85%,0.3,59.11%,0.1
8,86,SPTI,3.85%,0.3,33.02%,0.1
13,80,IOO,3.85%,0.7,4.30%,0.9
9,81,EWH,3.84%,0.5,19.37%,0.2
5,88,IDLV,3.84%,0.9,4.16%,0.9
13,81,IOO,3.84%,0.7,2.33%,1.7
8,87,IOO,3.84%,0.7,1.09%,3.5
6,70,FXE,3.84%,0.3,56.31%,0.1
12,77,EWH,3.84%,0.5,18.98%,0.2
10,67,IDLV,3.84%,0.3,49.16%,0.1
7,94,XMPT,3.84%,0.5,13.86%,0.3
9,88,TQQQ,3.84%,0.8,1.85%,2.1
12,82,IOO,3.84%,0.7,2.33%,1.6
9,91,XMPT,3.83%,0.5,13.87%,0.3
9,88,BIV,3.83%,0.5,13.51%,0.3
4,81,TQQQ,3.83%,0.3,63.81%,0.1
13,75,FXE,3.83%,0.3,23.17%,0.2
6,70,EWH,3.83%,0.3,52.99%,0.1
8,87,PHDG,3.83%,0.8,2.81%,1.4
12,74,FXE,3.83%,0.3,23.42%,0.2
12,79,FDL,3.83%,0.6,8.96%,0.4
14,81,SPTI,3.82%,0.3,20.67%,0.2
13,82,SPTI,3.82%,0.3,20.67%,0.2
8,72,FDL,3.82%,0.3,42.98%,0.1
10,83,ZSL,3.82%,0.4,11.52%,0.3
11,65,DHS,3.82%,0.3,65.40%,0.1
5,87,IDLV,3.82%,0.8,7.48%,0.5
14,74,IDLV,3.81%,0.6,7.10%,0.5
14,74,FXE,3.81%,0.3,25.50%,0.1
8,74,USCI,3.81%,0.3,43.69%,0.1
6,78,RSPT,3.81%,0.3,44.07%,0.1
6,78,SPTI,3.81%,0.3,48.67%,0.1
6,78,IDLV,3.81%,0.4,20.92%,0.2
11,83,BIV,3.81%,0.3,34.68%,0.1
4,80,SPHD,3.80%,0.3,48.79%,0.1
12,76,IDLV,3.80%,0.6,4.31%,0.9
11,77,IDLV,3.79%,0.6,4.31%,0.9
7,73,TQQQ,3.79%,0.3,72.41%,0.1
10,84,IOO,3.79%,0.7,2.33%,1.6
10,78,FXE,3.79%,0.3,23.30%,0.2
10,76,DTH,3.79%,0.5,12.15%,0.3
8,83,DTH,3.79%,0.7,4.99%,0.8
5,84,IDLV,3.79%,0.5,13.14%,0.3
12,73,UNL,3.79%,0.4,12.55%,0.3
6,82,FXE,3.79%,0.3,23.59%,0.2
13,70,TQQQ,3.78%,0.3,47.20%,0.1
12,70,TQQQ,3.78%,0.3,55.68%,0.1
4,68,SPLV,3.78%,0.3,76.59%,0.0
6,83,UNL,3.77%,0.4,13.34%,0.3
13,75,EWH,3.77%,0.4,22.30%,0.2
4,83,DHS,3.77%,0.3,36.93%,0.1
3,76,SPLV,3.76%,0.3,72.76%,0.1
7,73,GNMA,3.76%,0.3,41.26%,0.1
5,84,DHS,3.76%,0.4,26.39%,0.1
6,90,GNMA,3.76%,0.3,13.96%,0.3
4,91,SPHD,3.76%,0.4,15.62%,0.2
9,92,XMPT,3.76%,0.5,8.91%,0.4
9,80,DTH,3.76%,0.6,7.23%,0.5
10,81,USCI,3.76%,0.4,15.98%,0.2
8,81,RINF,3.76%,0.3,26.82%,0.1
10,71,UNL,3.76%,0.3,36.04%,0.1
10,77,RINF,3.75%,0.3,29.05%,0.1
14,83,BIV,3.75%,0.5,9.89%,0.4
15,82,BIV,3.75%,0.5,9.89%,0.4
14,74,EWH,3.75%,0.4,20.44%,0.2
13,84,BIV,3.75%,0.5,9.89%,0.4
14,76,EWH,3.75%,0.5,16.67%,0.2
4,89,IDLV,3.75%,0.6,13.36%,0.3
6,77,BIV,3.75%,0.3,59.78%,0.1
10,90,XMPT,3.75%,0.5,11.46%,0.3
5,66,SPLV,3.75%,0.3,72.24%,0.1
7,84,DTH,3.75%,0.7,6.80%,0.6
9,80,IDLV,3.74%,0.6,4.03%,0.9
14,77,DHS,3.74%,0.7,6.49%,0.6
14,75,SPTI,3.74%,0.3,52.65%,0.1
14,65,PHDG,3.74%,0.3,48.37%,0.1
10,78,DTH,3.74%,0.6,7.23%,0.5
15,76,DTH,3.73%,0.8,4.26%,0.9
15,76,SPTI,3.73%,0.3,44.23%,0.1
6,90,IOO,3.73%,0.7,1.09%,3.4
3,74,SPLV,3.73%,0.3,74.47%,0.1
10,85,IOO,3.73%,0.7,0.43%,8.6
15,71,BIV,3.73%,0.3,55.09%,0.1
8,68,DTH,3.72%,0.3,50.58%,0.1
10,82,SPLV,3.72%,0.5,8.39%,0.4
8,79,DTH,3.72%,0.5,16.00%,0.2
8,86,ZSL,3.72%,0.3,13.50%,0.3
10,82,EWH,3.72%,0.6,8.41%,0.4
13,68,SPHD,3.71%,0.3,50.27%,0.1
7,80,DTH,3.71%,0.5,17.41%,0.2
5,92,RSPT,3.71%,0.8,8.43%,0.4
12,66,TQQQ,3.71%,0.3,73.23%,0.1
9,72,TQQQ,3.71%,0.3,57.01%,0.1
5,93,BIV,3.70%,0.3,33.22%,0.1
5,88,DTH,3.70%,0.6,11.92%,0.3
7,81,DTH,3.70%,0.5,16.00%,0.2
8,70,PHDG,3.70%,0.3,47.67%,0.1
7,76,EWH,3.70%,0.3,28.23%,0.1
12,76,FXE,3.70%,0.3,23.17%,0.2
5,83,IDLV,3.69%,0.4,17.49%,0.2
7,88,ZSL,3.69%,0.3,16.02%,0.2
13,77,EWH,3.69%,0.5,17.20%,0.2
4,84,EWH,3.69%,0.3,35.70%,0.1
14,80,IOO,3.69%,0.7,4.30%,0.9
15,79,IOO,3.69%,0.7,4.30%,0.9
7,72,TQQQ,3.68%,0.3,71.32%,0.1
5,73,FXE,3.68%,0.3,48.29%,0.1
4,89,USCI,3.68%,0.3,28.97%,0.1
15,77,EWH,3.68%,0.6,11.16%,0.3
11,81,PHDG,3.67%,0.7,9.99%,0.4
5,95,RINF,3.67%,0.4,16.82%,0.2
4,94,DHS,3.67%,0.6,6.64%,0.6
15,74,EWH,3.67%,0.5,14.47%,0.3
6,69,PHDG,3.67%,0.3,55.84%,0.1
